CustomerID,Top10_RandomForest,Top10_Popularity
12174,"[10114, 10073, 10067, 10163, 10170, 10243, 10173, 10182, 10137, 10135]","[10268, 10197, 10228, 10294, 10262, 10144, 10245, 10005, 10223, 10045]"
12175,"[10268, 10188, 10294, 10262, 10228, 10180, 10171, 10112, 10237, 10005]","[10268, 10228, 10188, 10294, 10262, 10237, 10003, 10245, 10180, 10171]"
12176,"[10188, 10228, 10262, 10294, 10275, 10217, 10099, 10059, 10229, 10171]","[10228, 10188, 10294, 10262, 10144, 10003, 10245, 10180, 10171, 10223]"
12177,"[10188, 10114, 10067, 10104, 10075, 10251, 10146, 10271, 10281, 10274]","[10188, 10237, 10171, 10005, 10223, 10045, 10112, 10033, 10240, 10099]"
12178,"[10073, 10075, 10135, 10114, 10018, 10145, 10071, 10163, 10216, 10079]","[10228, 10294, 10237, 10003, 10245, 10171, 10045, 10112, 10125, 10240]"
12179,"[10188, 10085, 10228, 10262, 10171, 10170, 10112, 10099, 10073, 10021]","[10228, 10188, 10085, 10262, 10237, 10245, 10180, 10171, 10005, 10112]"
12181,"[10073, 10173, 10243, 10075, 10114, 10067, 10000, 10135, 10216, 10145]","[10228, 10085, 10294, 10262, 10237, 10003, 10005, 10223, 10045, 10112]"
12182,"[10262, 10172, 10135, 10075, 10073, 10104, 10000, 10067, 10137, 10281]","[10262, 10237, 10180, 10005, 10223, 10045, 10125, 10033, 10240, 10195]"
12183,"[10114, 10173, 10201, 10073, 10071, 10067, 10170, 10023, 10021, 10281]","[10085, 10294, 10262, 10237, 10144, 10245, 10180, 10171, 10005, 10223]"
12184,"[10294, 10262, 10268, 10144, 10170, 10243, 10059, 10163, 10224, 10033]","[10268, 10294, 10262, 10144, 10003, 10245, 10180, 10171, 10005, 10223]"
12185,"[10085, 10188, 10294, 10197, 10228, 10262, 10144, 10114, 10163, 10067]","[10197, 10228, 10188, 10085, 10294, 10262, 10237, 10144, 10003, 10180]"
12186,"[10262, 10135, 10170, 10137, 10223, 10125, 10132, 10073, 10000, 10099]","[10262, 10237, 10003, 10245, 10223, 10045, 10125, 10033, 10240, 10099]"
12187,"[10268, 10197, 10085, 10294, 10188, 10262, 10180, 10237, 10033, 10240]","[10268, 10197, 10188, 10085, 10294, 10262, 10237, 10245, 10180, 10005]"
12188,"[10085, 10294, 10197, 10144, 10262, 10223, 10170, 10125, 10173, 10163]","[10197, 10085, 10294, 10262, 10237, 10144, 10245, 10005, 10223, 10045]"
12189,"[10197, 10268, 10188, 10223, 10294, 10125, 10083, 10144, 10033, 10180]","[10268, 10197, 10188, 10294, 10237, 10144, 10003, 10245, 10180, 10171]"
12191,"[10197, 10188, 10228, 10268, 10294, 10038, 10217, 10223, 10262, 10099]","[10268, 10197, 10228, 10188, 10294, 10262, 10237, 10144, 10245, 10180]"
12192,"[10262, 10075, 10021, 10135, 10114, 10281, 10184, 10204, 10146, 10073]","[10262, 10237, 10245, 10180, 10171, 10223, 10045, 10125, 10240, 10099]"
12193,"[10197, 10188, 10228, 10171, 10223, 10144, 10217, 10112, 10170, 10180]","[10197, 10228, 10188, 10237, 10144, 10003, 10245, 10180, 10171, 10005]"
12194,"[10197, 10262, 10223, 10171, 10059, 10144, 10100, 10195, 10033, 10099]","[10197, 10262, 10237, 10144, 10003, 10171, 10223, 10045, 10112, 10033]"
12195,"[10228, 10085, 10262, 10144, 10224, 10217, 10223, 10099, 10125, 10281]","[10228, 10085, 10262, 10237, 10144, 10223, 10045, 10112, 10125, 10033]"
12197,"[10228, 10294, 10223, 10163, 10114, 10067, 10171, 10060, 10125, 10170]","[10228, 10294, 10237, 10003, 10245, 10171, 10005, 10223, 10045, 10112]"
12198,"[10085, 10188, 10228, 10268, 10170, 10163, 10223, 10231, 10059, 10083]","[10268, 10228, 10188, 10085, 10003, 10245, 10180, 10005, 10223, 10045]"
12200,"[10268, 10197, 10188, 10085, 10237, 10144, 10180, 10005, 10223, 10033]","[10268, 10197, 10188, 10085, 10237, 10144, 10245, 10180, 10005, 10223]"
12201,"[10188, 10197, 10085, 10228, 10180, 10262, 10125, 10059, 10083, 10100]","[10197, 10228, 10188, 10085, 10262, 10237, 10003, 10245, 10180, 10171]"
12202,"[10188, 10268, 10294, 10059, 10262, 10033, 10021, 10083, 10100, 10195]","[10268, 10188, 10294, 10262, 10144, 10003, 10245, 10180, 10171, 10223]"
12203,"[10188, 10085, 10228, 10197, 10262, 10223, 10125, 10099, 10083, 10171]","[10197, 10228, 10188, 10085, 10262, 10237, 10003, 10245, 10171, 10005]"
12204,"[10073, 10075, 10114, 10067, 10104, 10071, 10243, 10137, 10018, 10173]","[10294, 10262, 10144, 10245, 10171, 10005, 10223, 10045, 10112, 10125]"
12205,"[10085, 10188, 10180, 10125, 10099, 10170, 10171, 10059, 10224, 10114]","[10188, 10085, 10237, 10003, 10180, 10171, 10005, 10045, 10112, 10125]"
12206,"[10197, 10144, 10171, 10180, 10073, 10135, 10112, 10170, 10240, 10083]","[10197, 10237, 10144, 10245, 10180, 10171, 10005, 10045, 10112, 10033]"
12207,"[10085, 10188, 10197, 10223, 10144, 10171, 10099, 10125, 10005, 10033]","[10197, 10188, 10085, 10237, 10144, 10003, 10180, 10171, 10005, 10223]"
12208,"[10085, 10294, 10197, 10188, 10228, 10262, 10146, 10104, 10217, 10049]","[10197, 10228, 10188, 10085, 10294, 10262, 10003, 10245, 10180, 10171]"
12209,"[10085, 10188, 10228, 10294, 10262, 10171, 10243, 10125, 10224, 10083]","[10228, 10188, 10085, 10294, 10262, 10237, 10003, 10245, 10180, 10171]"
12210,"[10085, 10262, 10144, 10172, 10005, 10171, 10033, 10180, 10045, 10195]","[10085, 10262, 10144, 10245, 10180, 10171, 10005, 10045, 10112, 10033]"
12211,"[10188, 10228, 10294, 10262, 10223, 10125, 10217, 10038, 10171, 10112]","[10228, 10188, 10294, 10262, 10237, 10003, 10245, 10180, 10171, 10005]"
12212,"[10188, 10228, 10085, 10262, 10144, 10083, 10125, 10033, 10173, 10170]","[10228, 10188, 10085, 10262, 10144, 10003, 10245, 10171, 10005, 10223]"
12213,"[10188, 10085, 10294, 10262, 10144, 10170, 10163, 10071, 10073, 10067]","[10188, 10085, 10294, 10262, 10237, 10144, 10245, 10180, 10171, 10005]"
12214,"[10188, 10197, 10228, 10085, 10294, 10112, 10223, 10059, 10217, 10033]","[10197, 10228, 10188, 10085, 10294, 10144, 10003, 10245, 10180, 10005]"
12215,"[10228, 10085, 10294, 10262, 10021, 10060, 10281, 10184, 10163, 10204]","[10228, 10085, 10294, 10262, 10237, 10003, 10245, 10171, 10045, 10112]"
12216,"[10268, 10085, 10180, 10173, 10033, 10083, 10243, 10059, 10095, 10114]","[10268, 10085, 10237, 10144, 10003, 10245, 10180, 10005, 10223, 10045]"
12218,"[10294, 10085, 10188, 10228, 10262, 10099, 10033, 10083, 10223, 10171]","[10228, 10188, 10085, 10294, 10262, 10237, 10144, 10003, 10180, 10171]"
12219,"[10188, 10085, 10228, 10262, 10281, 10135, 10171, 10099, 10100, 10033]","[10228, 10188, 10085, 10262, 10003, 10180, 10171, 10005, 10223, 10125]"
12220,"[10228, 10085, 10171, 10223, 10262, 10099, 10144, 10033, 10005, 10112]","[10228, 10085, 10262, 10237, 10144, 10003, 10180, 10171, 10005, 10223]"
12221,"[10197, 10188, 10268, 10228, 10217, 10125, 10223, 10083, 10180, 10112]","[10268, 10197, 10228, 10188, 10237, 10003, 10245, 10180, 10223, 10045]"
12222,"[10085, 10188, 10275, 10217, 10094, 10281, 10021, 10229, 10059, 10001]","[10188, 10085, 10144, 10003, 10245, 10180, 10005, 10223, 10112, 10125]"
12223,"[10294, 10223, 10100, 10262, 10099, 10171, 10144, 10125, 10083, 10049]","[10228, 10294, 10262, 10237, 10144, 10003, 10180, 10171, 10005, 10223]"
12224,"[10294, 10228, 10262, 10033, 10144, 10223, 10171, 10112, 10083, 10125]","[10228, 10294, 10262, 10144, 10003, 10245, 10180, 10171, 10005, 10223]"
12225,"[10100, 10256, 10163, 10217, 10197, 10219, 10188, 10223, 10195, 10207]","[10197, 10188, 10262, 10237, 10144, 10003, 10245, 10180, 10171, 10005]"
12226,"[10197, 10188, 10228, 10262, 10144, 10033, 10171, 10059, 10112, 10237]","[10197, 10228, 10188, 10262, 10237, 10144, 10003, 10245, 10171, 10045]"
12227,"[10223, 10171, 10262, 10144, 10099, 10125, 10083, 10059, 10139, 10240]","[10262, 10237, 10144, 10003, 10171, 10223, 10045, 10125, 10240, 10099]"
12228,"[10085, 10188, 10228, 10262, 10038, 10217, 10275, 10203, 10272, 10224]","[10228, 10188, 10085, 10262, 10144, 10003, 10245, 10180, 10171, 10005]"
12229,"[10197, 10223, 10125, 10059, 10171, 10099, 10217, 10033, 10213, 10112]","[10197, 10237, 10003, 10245, 10180, 10171, 10005, 10223, 10045, 10112]"
12230,"[10085, 10294, 10188, 10228, 10262, 10243, 10170, 10144, 10125, 10073]","[10228, 10188, 10085, 10294, 10262, 10237, 10144, 10003, 10171, 10005]"
12231,"[10281, 10275, 10021, 10224, 10092, 10229, 10094, 10260, 10075, 10016]","[10228, 10294, 10262, 10237, 10144, 10003, 10245, 10180, 10171, 10005]"
12232,"[10099, 10197, 10144, 10033, 10001, 10083, 10171, 10125, 10275, 10139]","[10197, 10228, 10294, 10262, 10144, 10003, 10245, 10180, 10171, 10005]"
12233,"[10197, 10228, 10125, 10171, 10083, 10099, 10033, 10223, 10100, 10262]","[10197, 10228, 10294, 10262, 10237, 10144, 10003, 10245, 10180, 10171]"
12234,"[10073, 10243, 10075, 10114, 10067, 10173, 10104, 10137, 10000, 10135]","[10085, 10294, 10237, 10144, 10245, 10180, 10223, 10045, 10112, 10125]"
12235,"[10197, 10085, 10262, 10228, 10059, 10139, 10217, 10100, 10083, 10125]","[10197, 10228, 10085, 10262, 10237, 10003, 10245, 10180, 10005, 10223]"
12236,"[10197, 10188, 10099, 10223, 10125, 10228, 10171, 10112, 10083, 10213]","[10197, 10228, 10188, 10262, 10237, 10003, 10245, 10180, 10171, 10005]"
12237,"[10073, 10075, 10104, 10114, 10137, 10163, 10135, 10173, 10170, 10243]","[10197, 10228, 10262, 10237, 10003, 10245, 10180, 10171, 10223, 10112]"
12238,"[10197, 10085, 10188, 10262, 10228, 10059, 10237, 10100, 10001, 10083]","[10197, 10228, 10188, 10085, 10262, 10237, 10245, 10180, 10171, 10005]"
12239,"[10275, 10094, 10281, 10203, 10092, 10229, 10021, 10033, 10038, 10184]","[10228, 10188, 10085, 10237, 10144, 10003, 10223, 10045, 10125, 10033]"
12240,"[10294, 10228, 10135, 10144, 10137, 10170, 10073, 10145, 10021, 10224]","[10228, 10294, 10237, 10144, 10245, 10171, 10005, 10223, 10045, 10033]"
12241,"[10197, 10188, 10228, 10294, 10099, 10171, 10083, 10059, 10125, 10100]","[10197, 10228, 10188, 10294, 10237, 10171, 10223, 10045, 10112, 10125]"
12242,"[10085, 10228, 10237, 10033, 10139, 10059, 10180, 10217, 10195, 10272]","[10228, 10085, 10237, 10180, 10171, 10223, 10045, 10112, 10125, 10033]"
12243,"[10197, 10188, 10085, 10223, 10099, 10083, 10033, 10125, 10112, 10144]","[10197, 10188, 10085, 10237, 10144, 10003, 10180, 10171, 10005, 10223]"
12244,"[10188, 10085, 10294, 10228, 10262, 10237, 10224, 10180, 10003, 10281]","[10228, 10188, 10085, 10294, 10262, 10237, 10003, 10245, 10180, 10171]"
12245,"[10197, 10188, 10228, 10268, 10294, 10262, 10114, 10060, 10067, 10079]","[10268, 10197, 10228, 10188, 10294, 10262, 10003, 10245, 10180, 10171]"
12246,"[10197, 10085, 10268, 10294, 10228, 10217, 10262, 10059, 10033, 10125]","[10268, 10197, 10228, 10085, 10294, 10262, 10237, 10144, 10003, 10245]"
12247,"[10188, 10085, 10294, 10144, 10170, 10298, 10224, 10095, 10262, 10173]","[10188, 10085, 10294, 10262, 10237, 10144, 10003, 10245, 10180, 10171]"
12248,"[10268, 10197, 10188, 10294, 10228, 10059, 10281, 10033, 10224, 10094]","[10268, 10197, 10228, 10188, 10294, 10237, 10144, 10003, 10171, 10223]"
12251,"[10188, 10085, 10228, 10262, 10144, 10223, 10099, 10237, 10125, 10256]","[10228, 10188, 10085, 10262, 10237, 10144, 10003, 10245, 10223, 10112]"
12252,"[10188, 10294, 10274, 10075, 10079, 10099, 10281, 10262, 10224, 10125]","[10268, 10188, 10294, 10262, 10005, 10045, 10112, 10125, 10033, 10240]"
12253,"[10268, 10197, 10188, 10094, 10275, 10262, 10281, 10021, 10260, 10083]","[10268, 10197, 10228, 10188, 10262, 10237, 10144, 10171, 10005, 10223]"
12254,"[10294, 10262, 10033, 10100, 10125, 10083, 10195, 10075, 10079, 10114]","[10294, 10262, 10237, 10144, 10003, 10245, 10180, 10171, 10005, 10223]"
12256,"[10197, 10223, 10262, 10228, 10294, 10144, 10125, 10180, 10083, 10171]","[10197, 10228, 10294, 10262, 10237, 10144, 10003, 10245, 10180, 10171]"
12257,"[10268, 10188, 10228, 10262, 10099, 10112, 10237, 10180, 10171, 10083]","[10268, 10228, 10188, 10262, 10237, 10144, 10003, 10245, 10180, 10171]"
12258,"[10172, 10188, 10021, 10184, 10281, 10217, 10094, 10144, 10092, 10223]","[10188, 10294, 10237, 10144, 10003, 10171, 10005, 10223, 10112, 10033]"
12259,"[10197, 10083, 10059, 10100, 10224, 10033, 10294, 10262, 10195, 10112]","[10197, 10294, 10262, 10237, 10144, 10003, 10245, 10180, 10171, 10005]"
12260,"[10033, 10223, 10112, 10171, 10125, 10100, 10228, 10059, 10243, 10195]","[10228, 10294, 10262, 10237, 10144, 10003, 10245, 10180, 10171, 10005]"
12261,"[10224, 10262, 10059, 10033, 10100, 10125, 10083, 10217, 10144, 10195]","[10262, 10144, 10003, 10245, 10180, 10171, 10223, 10112, 10125, 10033]"
12262,"[10268, 10294, 10188, 10049, 10083, 10171, 10195, 10146, 10223, 10299]","[10268, 10228, 10188, 10294, 10144, 10003, 10245, 10180, 10171, 10005]"
12263,"[10197, 10085, 10100, 10294, 10217, 10099, 10033, 10083, 10171, 10112]","[10197, 10188, 10085, 10294, 10262, 10144, 10180, 10171, 10005, 10223]"
12264,"[10188, 10223, 10112, 10099, 10125, 10262, 10240, 10083, 10180, 10005]","[10188, 10262, 10003, 10180, 10005, 10223, 10045, 10112, 10125, 10033]"
12265,"[10085, 10262, 10188, 10228, 10021, 10275, 10203, 10229, 10281, 10240]","[10228, 10188, 10085, 10262, 10237, 10144, 10003, 10245, 10005, 10223]"
12266,"[10085, 10188, 10197, 10294, 10262, 10144, 10170, 10114, 10073, 10243]","[10197, 10188, 10085, 10294, 10262, 10237, 10144, 10003, 10245, 10180]"
12267,"[10197, 10294, 10228, 10262, 10144, 10135, 10223, 10021, 10237, 10073]","[10197, 10228, 10294, 10262, 10237, 10144, 10245, 10180, 10005, 10223]"
12268,"[10188, 10294, 10228, 10262, 10223, 10144, 10033, 10125, 10005, 10045]","[10228, 10188, 10294, 10262, 10237, 10144, 10003, 10180, 10005, 10223]"
12269,"[10085, 10228, 10294, 10114, 10163, 10071, 10067, 10201, 10073, 10207]","[10228, 10085, 10294, 10003, 10245, 10180, 10171, 10005, 10223, 10045]"
12270,"[10188, 10228, 10033, 10099, 10171, 10112, 10083, 10275, 10001, 10224]","[10228, 10188, 10144, 10003, 10245, 10180, 10171, 10005, 10045, 10112]"
12271,"[10197, 10262, 10170, 10171, 10125, 10073, 10163, 10083, 10114, 10100]","[10197, 10262, 10237, 10003, 10245, 10171, 10045, 10112, 10125, 10240]"
12272,"[10268, 10197, 10083, 10033, 10100, 10171, 10188, 10059, 10099, 10273]","[10268, 10197, 10188, 10262, 10003, 10180, 10171, 10005, 10223, 10045]"
12273,"[10085, 10188, 10294, 10228, 10223, 10144, 10170, 10073, 10171, 10125]","[10228, 10188, 10085, 10294, 10237, 10144, 10003, 10245, 10180, 10171]"
12274,"[10228, 10262, 10223, 10171, 10125, 10217, 10180, 10170, 10099, 10083]","[10228, 10262, 10237, 10003, 10245, 10180, 10171, 10005, 10223, 10112]"
12275,"[10197, 10188, 10223, 10180, 10083, 10033, 10059, 10099, 10100, 10171]","[10197, 10188, 10237, 10003, 10245, 10180, 10171, 10005, 10223, 10045]"
12276,"[10268, 10188, 10085, 10294, 10059, 10033, 10224, 10045, 10173, 10171]","[10268, 10188, 10085, 10294, 10144, 10245, 10171, 10223, 10045, 10112]"
12277,"[10228, 10188, 10085, 10151, 10294, 10207, 10197, 10163, 10073, 10237]","[10197, 10228, 10188, 10085, 10294, 10237, 10144, 10003, 10245, 10180]"
12278,"[10197, 10268, 10085, 10294, 10188, 10228, 10099, 10063, 10038, 10171]","[10268, 10197, 10228, 10188, 10085, 10294, 10237, 10144, 10003, 10245]"
12279,"[10197, 10228, 10223, 10262, 10171, 10112, 10099, 10144, 10125, 10170]","[10197, 10228, 10262, 10144, 10003, 10245, 10171, 10005, 10223, 10045]"
12280,"[10085, 10294, 10262, 10060, 10247, 10170, 10114, 10072, 10163, 10073]","[10085, 10294, 10262, 10144, 10180, 10171, 10223, 10045, 10033, 10099]"
12281,"[10262, 10144, 10180, 10059, 10083, 10099, 10125, 10170, 10171, 10033]","[10262, 10237, 10144, 10003, 10245, 10180, 10171, 10005, 10045, 10125]"
12282,"[10085, 10268, 10262, 10144, 10099, 10033, 10083, 10112, 10125, 10172]","[10268, 10085, 10262, 10144, 10003, 10245, 10180, 10112, 10125, 10033]"
12283,"[10197, 10188, 10085, 10223, 10262, 10294, 10180, 10033, 10059, 10171]","[10197, 10188, 10085, 10294, 10262, 10237, 10003, 10180, 10171, 10005]"
12284,"[10262, 10135, 10075, 10073, 10104, 10170, 10067, 10023, 10114, 10000]","[10262, 10237, 10003, 10180, 10171, 10005, 10223, 10045, 10112, 10125]"
12285,"[10197, 10085, 10100, 10228, 10294, 10083, 10217, 10059, 10224, 10125]","[10197, 10228, 10085, 10294, 10262, 10237, 10003, 10245, 10180, 10171]"
12286,"[10268, 10100, 10085, 10033, 10139, 10275, 10099, 10112, 10217, 10195]","[10268, 10228, 10085, 10294, 10262, 10237, 10144, 10003, 10245, 10171]"
12287,"[10197, 10188, 10294, 10262, 10163, 10170, 10144, 10073, 10079, 10243]","[10197, 10188, 10294, 10262, 10144, 10003, 10245, 10180, 10171, 10005]"
12288,"[10294, 10262, 10228, 10217, 10275, 10100, 10033, 10139, 10237, 10094]","[10228, 10294, 10262, 10237, 10245, 10171, 10005, 10223, 10045, 10112]"
12289,"[10268, 10085, 10294, 10188, 10228, 10262, 10001, 10275, 10094, 10059]","[10268, 10228, 10188, 10085, 10294, 10262, 10237, 10144, 10003, 10245]"
12290,"[10188, 10197, 10294, 10262, 10144, 10021, 10275, 10180, 10281, 10224]","[10197, 10188, 10294, 10262, 10144, 10003, 10245, 10180, 10171, 10005]"
12291,"[10085, 10188, 10294, 10262, 10059, 10033, 10112, 10099, 10139, 10275]","[10188, 10085, 10294, 10262, 10144, 10180, 10171, 10005, 10223, 10045]"
12292,"[10188, 10085, 10228, 10262, 10144, 10223, 10021, 10171, 10180, 10203]","[10228, 10188, 10085, 10262, 10144, 10003, 10245, 10180, 10171, 10005]"
12294,"[10294, 10228, 10144, 10172, 10021, 10100, 10237, 10281, 10125, 10224]","[10228, 10294, 10237, 10144, 10003, 10245, 10171, 10005, 10223, 10125]"
12295,"[10085, 10188, 10294, 10262, 10144, 10180, 10171, 10083, 10237, 10112]","[10188, 10085, 10294, 10262, 10237, 10144, 10245, 10180, 10171, 10005]"
12296,"[10197, 10188, 10228, 10262, 10059, 10180, 10083, 10281, 10237, 10144]","[10197, 10228, 10188, 10262, 10237, 10144, 10003, 10245, 10180, 10005]"
12297,"[10188, 10085, 10228, 10294, 10281, 10104, 10033, 10075, 10135, 10203]","[10228, 10188, 10085, 10294, 10003, 10005, 10033, 10240, 10099, 10217]"
12298,"[10188, 10085, 10294, 10144, 10163, 10114, 10067, 10170, 10173, 10180]","[10188, 10085, 10294, 10237, 10144, 10180, 10171, 10005, 10223, 10045]"
12299,"[10268, 10197, 10085, 10294, 10188, 10260, 10083, 10100, 10033, 10275]","[10268, 10197, 10188, 10085, 10294, 10237, 10245, 10180, 10171, 10005]"
12300,"[10188, 10228, 10085, 10197, 10294, 10144, 10217, 10224, 10223, 10099]","[10268, 10197, 10228, 10188, 10085, 10294, 10237, 10144, 10003, 10245]"
12301,"[10188, 10085, 10294, 10262, 10163, 10224, 10067, 10144, 10125, 10201]","[10188, 10085, 10294, 10262, 10144, 10003, 10245, 10180, 10005, 10125]"
12302,"[10172, 10094, 10268, 10281, 10021, 10275, 10211, 10274, 10092, 10016]","[10268, 10197, 10228, 10188, 10085, 10294, 10262, 10144, 10003, 10245]"
12303,"[10197, 10228, 10188, 10085, 10099, 10100, 10170, 10171, 10083, 10073]","[10197, 10228, 10188, 10085, 10262, 10144, 10003, 10245, 10180, 10171]"
12305,"[10085, 10228, 10223, 10125, 10171, 10112, 10099, 10083, 10243, 10033]","[10228, 10085, 10237, 10245, 10171, 10223, 10045, 10112, 10125, 10033]"
12306,"[10268, 10188, 10085, 10228, 10223, 10099, 10005, 10144, 10125, 10262]","[10268, 10228, 10188, 10085, 10262, 10237, 10144, 10245, 10005, 10223]"
12307,"[10188, 10262, 10223, 10170, 10067, 10251, 10243, 10114, 10217, 10180]","[10188, 10262, 10003, 10245, 10180, 10005, 10223, 10045, 10033, 10195]"
12308,"[10294, 10229, 10275, 10021, 10094, 10281, 10228, 10203, 10008, 10217]","[10228, 10294, 10003, 10245, 10180, 10171, 10005, 10045, 10112, 10125]"
12309,"[10085, 10294, 10262, 10281, 10114, 10180, 10163, 10067, 10224, 10073]","[10085, 10294, 10262, 10180, 10045, 10125, 10099, 10083, 10195, 10100]"
12310,"[10197, 10085, 10059, 10268, 10100, 10083, 10294, 10217, 10172, 10139]","[10268, 10197, 10085, 10294, 10262, 10144, 10003, 10245, 10180, 10171]"
12311,"[10085, 10228, 10262, 10180, 10144, 10033, 10099, 10059, 10171, 10005]","[10228, 10085, 10262, 10144, 10003, 10245, 10180, 10171, 10005, 10223]"
12312,"[10114, 10104, 10146, 10163, 10071, 10251, 10243, 10073, 10271, 10042]","[10197, 10188, 10085, 10294, 10262, 10237, 10003, 10245, 10180, 10005]"
12313,"[10268, 10188, 10033, 10275, 10059, 10001, 10281, 10083, 10021, 10240]","[10268, 10188, 10144, 10003, 10171, 10005, 10223, 10125, 10033, 10240]"
12314,"[10188, 10197, 10228, 10268, 10180, 10262, 10125, 10171, 10033, 10100]","[10268, 10197, 10228, 10188, 10262, 10003, 10245, 10180, 10171, 10005]"
12315,"[10135, 10104, 10073, 10243, 10173, 10114, 10137, 10163, 10145, 10067]","[10188, 10085, 10294, 10262, 10245, 10180, 10171, 10005, 10223, 10045]"
12316,"[10197, 10188, 10223, 10083, 10085, 10195, 10180, 10099, 10171, 10059]","[10197, 10188, 10085, 10262, 10237, 10003, 10180, 10171, 10223, 10045]"
12317,"[10197, 10268, 10085, 10188, 10228, 10294, 10262, 10237, 10151, 10154]","[10268, 10197, 10228, 10188, 10085, 10294, 10262, 10237, 10144, 10003]"
12318,"[10294, 10262, 10228, 10229, 10144, 10281, 10021, 10094, 10237, 10224]","[10228, 10294, 10262, 10237, 10144, 10245, 10180, 10171, 10005, 10045]"
12319,"[10268, 10085, 10294, 10188, 10228, 10262, 10237, 10059, 10033, 10083]","[10268, 10228, 10188, 10085, 10294, 10262, 10237, 10003, 10245, 10180]"
12320,"[10085, 10294, 10228, 10144, 10075, 10104, 10073, 10243, 10018, 10000]","[10228, 10085, 10294, 10237, 10144, 10003, 10245, 10171, 10223, 10112]"
12321,"[10197, 10085, 10114, 10262, 10163, 10201, 10173, 10144, 10067, 10223]","[10197, 10085, 10262, 10237, 10144, 10003, 10245, 10180, 10171, 10223]"
12322,"[10085, 10262, 10223, 10038, 10144, 10184, 10217, 10237, 10021, 10146]","[10085, 10262, 10237, 10144, 10003, 10245, 10180, 10171, 10005, 10223]"
12323,"[10085, 10188, 10197, 10262, 10144, 10237, 10171, 10005, 10180, 10033]","[10197, 10188, 10085, 10262, 10237, 10144, 10003, 10180, 10171, 10005]"
12324,"[10188, 10268, 10059, 10083, 10033, 10100, 10217, 10195, 10099, 10125]","[10268, 10188, 10085, 10294, 10262, 10144, 10003, 10245, 10180, 10171]"
12325,"[10197, 10180, 10033, 10188, 10085, 10083, 10195, 10294, 10262, 10100]","[10197, 10188, 10085, 10294, 10262, 10237, 10144, 10003, 10180, 10171]"
12326,"[10085, 10188, 10197, 10262, 10100, 10195, 10224, 10180, 10139, 10033]","[10197, 10188, 10085, 10262, 10003, 10245, 10180, 10171, 10112, 10125]"
12327,"[10170, 10243, 10114, 10073, 10173, 10213, 10298, 10023, 10071, 10067]","[10197, 10228, 10188, 10085, 10294, 10262, 10237, 10245, 10180, 10171]"
12328,"[10268, 10085, 10188, 10294, 10195, 10100, 10059, 10033, 10125, 10083]","[10268, 10188, 10085, 10294, 10144, 10003, 10245, 10180, 10005, 10223]"
12329,"[10197, 10268, 10217, 10059, 10171, 10033, 10083, 10100, 10099, 10223]","[10268, 10197, 10228, 10085, 10262, 10237, 10144, 10003, 10245, 10180]"
12330,"[10197, 10228, 10085, 10294, 10262, 10195, 10083, 10125, 10100, 10033]","[10197, 10228, 10085, 10294, 10262, 10237, 10171, 10005, 10223, 10045]"
12331,"[10294, 10262, 10217, 10059, 10211, 10099, 10281, 10083, 10228, 10049]","[10228, 10294, 10262, 10003, 10245, 10180, 10171, 10112, 10125, 10099]"
12332,"[10135, 10173, 10114, 10104, 10163, 10094, 10073, 10075, 10023, 10275]","[10197, 10228, 10262, 10237, 10245, 10180, 10171, 10223, 10045, 10112]"
12333,"[10228, 10268, 10083, 10033, 10100, 10059, 10262, 10099, 10195, 10294]","[10268, 10228, 10294, 10262, 10237, 10144, 10003, 10245, 10180, 10171]"
12334,"[10188, 10268, 10262, 10163, 10114, 10067, 10170, 10223, 10060, 10073]","[10268, 10188, 10262, 10237, 10171, 10005, 10223, 10045, 10112, 10125]"
12335,"[10085, 10188, 10294, 10262, 10100, 10049, 10075, 10099, 10083, 10139]","[10188, 10085, 10294, 10262, 10144, 10003, 10245, 10180, 10171, 10223]"
12336,"[10197, 10188, 10085, 10228, 10262, 10144, 10170, 10073, 10243, 10298]","[10197, 10228, 10188, 10085, 10262, 10237, 10144, 10245, 10171, 10005]"
12337,"[10197, 10099, 10188, 10228, 10294, 10171, 10217, 10262, 10038, 10151]","[10197, 10228, 10188, 10294, 10262, 10237, 10003, 10245, 10180, 10171]"
12341,"[10197, 10188, 10228, 10294, 10180, 10171, 10059, 10195, 10170, 10005]","[10197, 10228, 10188, 10294, 10237, 10003, 10245, 10180, 10171, 10005]"
12342,"[10197, 10033, 10188, 10059, 10228, 10085, 10112, 10294, 10180, 10125]","[10197, 10228, 10188, 10085, 10294, 10262, 10237, 10144, 10245, 10180]"
12343,"[10228, 10268, 10144, 10294, 10170, 10073, 10067, 10223, 10060, 10177]","[10268, 10228, 10294, 10144, 10003, 10245, 10171, 10005, 10223, 10045]"
12344,"[10197, 10294, 10223, 10125, 10100, 10033, 10083, 10099, 10213, 10059]","[10197, 10294, 10237, 10144, 10003, 10245, 10180, 10005, 10223, 10045]"
12345,"[10135, 10173, 10000, 10075, 10104, 10073, 10145, 10170, 10213, 10243]","[10228, 10188, 10262, 10237, 10144, 10003, 10245, 10180, 10171, 10045]"
12346,"[10073, 10075, 10104, 10243, 10137, 10135, 10018, 10145, 10114, 10279]","[10228, 10188, 10294, 10262, 10237, 10144, 10003, 10245, 10180, 10112]"
