ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,NumDealsPurchases,NumWebPurchases,NumStorePurchases,Response
1330,1997,Graduation,Married,53836.71516536693,0,0,81,407,6,155,3,3,5,0
1331,1961,Graduation,Married,69927.80174697204,0,0,20,56,24,188,1,4,5,0
1332,1971,Basic,Single,24732.874842395002,1,0,14,9,9,15,0,4,7,0
1333,1971,Graduation,Together,66517.56441107426,0,1,66,179,1,10,1,2,2,0
1334,1995,Basic,Married,62424.29156718707,1,1,65,602,50,26,1,3,10,0
1335,1979,Graduation,Married,75732.94951122982,0,1,55,49,4,83,1,9,3,0
1336,1987,2n Cycle,Widow,37686.92597393524,2,0,67,3,13,17,2,5,5,1
1337,1987,Graduation,Married,52114.32172185782,0,0,31,34,19,88,1,4,5,1
1338,1994,Graduation,Together,56101.36752009791,0,0,65,135,16,123,1,2,11,0
1339,1957,Graduation,Together,66775.93034400471,0,0,28,260,38,0,7,5,5,0
1340,1976,Master,Married,60582.33858322,0,1,65,64,27,18,0,5,7,1
1341,1976,PhD,Married,27208.898023754507,1,0,33,485,10,70,1,4,6,0
1342,1983,Master,Married,57820.88065723292,0,0,26,419,1,8,5,4,4,0
1343,1970,Graduation,Single,92084.57548540816,0,0,59,357,43,21,4,13,7,0
1344,1979,Graduation,Together,64235.1515192263,0,0,38,200,13,39,3,1,6,0
1345,1982,PhD,Together,84760.938890732,1,2,43,136,66,84,1,6,6,0
1346,1977,Graduation,Widow,72861.22754589625,1,0,81,141,15,188,1,4,6,0
1347,1996,Graduation,Single,79248.03870876819,0,1,35,209,37,21,3,3,4,1
1348,1982,2n Cycle,Together,58199.3732196941,1,0,18,24,84,200,4,5,4,0
1349,1954,2n Cycle,Together,62436.90219224234,1,2,90,343,31,289,0,10,9,0
1350,1997,2n Cycle,Together,57110.3551328275,1,0,44,129,16,158,1,3,5,0
1351,1968,Master,Single,52086.81730099046,0,1,83,76,25,6,2,3,6,0
1352,1953,Graduation,Together,66843.89960138209,1,0,20,97,23,87,2,5,9,0
1353,1984,Graduation,Together,41579.96121985598,0,1,22,59,26,161,2,5,5,0
1354,1998,PhD,Married,89707.64632029267,0,0,93,695,4,576,1,4,10,0
1355,1966,Master,Together,33439.740646234524,0,0,88,55,35,454,1,2,3,0
1356,1993,Graduation,Married,68227.76239834317,0,1,94,643,4,75,1,4,4,0
1357,1977,Graduation,Married,79573.42834607177,0,2,26,254,0,143,3,3,7,0
1358,1979,Graduation,Married,48467.564920791934,2,0,97,606,29,332,6,4,10,0
1359,1978,PhD,Together,29740.453777236726,0,1,71,192,3,266,4,3,7,0
1360,1995,Basic,Together,75110.59178564709,0,0,18,787,44,97,3,2,5,0
1361,1955,Master,Married,56067.9062010051,0,1,40,71,60,45,1,4,6,0
1362,1984,Graduation,Together,68266.32145203487,0,1,25,242,86,22,6,8,4,0
1363,1990,2n Cycle,Together,49810.90802325365,0,0,27,40,32,100,2,5,7,0
1364,1986,PhD,Married,86638.49364644794,0,1,63,177,19,192,2,2,7,0
1365,1973,Graduation,Single,15000.0,0,1,67,253,13,524,0,4,5,0
1366,1978,Graduation,Single,59523.55102567469,0,0,94,279,20,296,4,4,5,0
1367,1998,Graduation,Single,78834.98967503196,0,1,79,136,6,34,3,0,1,0
1368,1995,Graduation,Together,54106.78089658792,0,0,50,23,12,190,1,2,5,1
1369,1980,2n Cycle,Together,58047.17386033823,1,1,73,319,37,51,5,2,5,0
1370,1984,Graduation,Married,43319.76374865983,1,1,47,201,7,172,2,6,6,0
1371,1982,Basic,Married,52413.77015733235,1,0,9,44,9,164,1,2,7,1
1372,1970,Graduation,Married,18562.867737273897,0,1,72,824,41,47,1,2,7,1
1373,1981,Graduation,Widow,37631.37334760617,0,0,38,934,5,40,0,2,7,0
1374,1972,Graduation,Married,36264.897457955434,2,0,99,582,8,16,3,7,4,0
1375,1982,Graduation,Married,65382.47982058596,0,0,99,557,0,7,3,4,8,0
1376,1952,Graduation,Divorced,40572.60481424531,0,0,18,31,38,293,2,5,3,1
1377,1967,2n Cycle,Divorced,41150.4890012036,0,1,63,1507,28,7,3,2,3,1
1378,1974,PhD,Single,44441.53279429721,0,0,18,153,35,13,1,1,5,0
1379,1991,PhD,Married,37027.10594969365,0,0,75,53,7,40,1,5,3,1
1380,1980,Graduation,Married,57380.44538523395,1,1,61,501,34,327,0,3,9,0
1381,1952,Graduation,Married,59552.629388658184,0,0,12,76,27,60,2,2,5,0
1382,1989,Graduation,Married,68500.37159443519,2,0,24,224,13,31,3,4,6,0
1383,1995,PhD,Married,65055.00164575885,0,0,99,41,17,188,2,4,2,0
1384,1973,Graduation,Together,63055.15489969401,0,1,88,193,25,57,2,3,10,0
1385,1999,Graduation,Divorced,45420.63332005113,2,0,91,245,20,60,0,5,10,1
1386,1981,PhD,Married,44137.92499324242,1,0,41,177,30,201,1,2,3,0
1387,1996,Graduation,Single,34575.77995303087,0,0,38,21,5,43,1,1,6,0
1388,1971,Graduation,Single,34215.12622211798,0,1,29,199,23,340,1,3,4,0
1389,1972,Graduation,Married,55885.22819358521,1,0,4,189,17,123,0,5,6,0
1390,1951,2n Cycle,Single,37611.67918439838,0,2,80,90,18,115,1,3,10,1
1391,1976,PhD,Married,81366.48266711918,0,1,17,763,19,46,2,4,6,0
1392,1991,Graduation,Married,51249.98353851014,1,1,20,162,63,270,2,7,6,0
1393,1951,Graduation,Single,82027.80214319081,0,0,85,598,51,127,3,6,2,0
1394,1975,2n Cycle,Married,63435.34109142335,0,0,49,34,29,25,2,5,7,0
1395,1966,PhD,Widow,36455.27131056577,0,2,5,115,37,34,7,2,5,0
1396,1989,Graduation,Married,50759.07622836364,0,0,49,58,1,94,1,4,4,0
1397,1982,Basic,Together,18530.95317764568,1,0,79,157,40,226,2,4,6,0
1398,1958,Graduation,Together,55808.5071013057,0,0,65,35,19,420,1,3,13,0
1399,1992,PhD,Married,38284.63184309365,1,2,0,174,11,163,2,1,9,0
1400,1997,PhD,Married,29730.839835694776,0,1,56,131,4,105,3,1,6,0
1401,1988,Graduation,Together,82442.93517096095,0,0,29,75,2,43,2,7,12,0
1402,1978,2n Cycle,Single,72611.75481968575,0,1,57,308,1,167,3,5,7,0
1403,1991,Master,Single,72060.77957524925,1,0,51,904,5,604,2,4,4,1
1404,1975,PhD,Together,67642.22553301888,2,1,36,69,0,97,3,0,10,0
1405,1984,Graduation,Single,27302.219117484343,0,0,47,373,39,26,3,2,2,0
1406,1999,Graduation,Single,43990.41014386325,0,1,86,406,8,16,4,10,4,0
1407,1974,Graduation,Single,45209.927170602256,0,0,0,206,13,47,2,6,10,0
1408,1973,Master,Together,17805.258518021372,1,0,18,683,51,126,3,3,8,0
1409,1962,Graduation,Together,40859.978103120215,0,0,45,1017,3,440,1,1,5,0
1410,1956,PhD,Single,41078.04048765913,1,0,66,134,54,53,1,2,8,0
1411,1985,Master,Married,54519.97894989924,0,1,1,315,30,54,3,5,7,0
1412,1994,Graduation,Single,102647.75200476687,0,0,55,325,12,98,2,6,9,0
1413,1969,PhD,Together,51582.07446790522,0,0,16,155,3,376,2,9,8,0
1414,1950,Graduation,Married,54530.289091393344,0,0,91,114,2,81,2,4,5,0
1415,1957,2n Cycle,Married,46995.79454471716,1,0,81,814,12,37,1,6,6,0
1416,1995,Graduation,Married,66754.25760107489,1,0,96,468,4,26,2,5,10,1
1417,1965,Graduation,Together,30521.655827084458,0,0,78,36,9,91,0,3,4,0
1418,1963,Graduation,Single,89920.74990307877,0,0,21,38,1,241,2,4,2,0
1419,1961,Graduation,Married,49516.81585066362,0,0,26,767,27,51,1,4,9,1
1420,1972,Master,Single,44096.20333937871,1,0,54,25,4,107,3,5,11,0
1421,1964,Master,Divorced,71400.741473276,0,2,31,349,42,138,4,2,3,0
1422,1977,PhD,Married,34181.548159102924,0,1,59,77,7,89,3,3,9,0
1423,1983,Graduation,Divorced,66385.01966110666,0,0,82,10,47,31,5,5,8,0
1424,1951,Graduation,Widow,80103.40111190721,0,1,27,18,6,382,0,6,4,0
1425,1981,Graduation,Single,47173.14455193982,0,1,27,140,38,125,1,7,6,0
1426,1972,PhD,Single,93056.83226159742,0,0,73,24,12,195,4,3,4,0
1427,1971,Basic,Widow,64885.83052522508,0,1,83,272,26,151,1,3,4,0
1428,1974,Graduation,Together,65133.88519328859,1,0,24,312,1,935,4,1,8,0
1429,1971,Graduation,Married,79317.30670371979,0,1,84,140,20,91,1,4,6,0
1430,1971,PhD,Single,84614.69909272747,0,0,77,407,4,83,4,3,4,0
1431,1998,Master,Together,57236.7797281276,1,0,85,202,19,66,2,4,4,0
1432,1991,Master,Together,67938.10882753876,0,0,25,168,4,67,2,3,6,0
1433,1955,Basic,Married,79926.82986321856,1,2,74,156,17,48,0,3,9,0
1434,1964,Graduation,Single,28763.778472771257,0,1,70,169,3,591,2,1,5,0
1435,1992,Graduation,Married,17409.95200734705,0,0,16,1031,7,306,3,5,9,0
1436,1986,Basic,Divorced,50848.9215918819,0,0,81,343,27,57,3,6,5,1
1437,1982,PhD,Married,16930.172851612406,0,0,6,113,112,54,2,6,9,0
1438,1957,Graduation,Married,45720.098073840956,1,0,55,397,17,16,2,1,6,0
1439,1993,Master,Together,58287.47068398275,0,0,63,120,34,314,2,2,5,0
1440,1993,Master,Married,46487.224678897466,0,0,19,40,23,69,1,5,5,0
1441,1954,PhD,Single,49168.13903792619,0,1,37,193,20,127,3,4,4,0
1442,1988,PhD,Divorced,31966.6697275815,0,1,74,417,2,345,0,4,6,1
1443,1953,Graduation,Single,67762.87087941889,0,0,57,142,4,78,4,4,8,1
1444,1955,PhD,Married,30730.732657553206,0,0,15,610,64,246,2,9,7,0
1445,1994,PhD,Married,15000.0,0,2,50,146,15,84,0,7,4,0
1446,1981,Master,Single,47853.2245493356,1,1,26,129,28,181,1,2,7,1
1447,1979,Master,Divorced,70300.39849839912,0,1,50,1903,22,84,2,10,8,0
1448,1996,Master,Together,53596.61583765953,1,2,74,197,14,74,3,2,9,0
1449,1984,Graduation,Together,28704.0596983953,1,1,15,490,14,701,2,8,7,0
1450,1989,Master,Married,54039.01934812672,0,0,86,490,24,142,2,7,6,0
1451,1965,Master,Divorced,60766.074095366996,1,0,59,782,4,68,2,6,6,0
1452,1962,PhD,Together,53806.33383037853,1,2,75,26,14,44,2,4,5,1
1453,1999,Master,Married,46708.31506222828,0,0,39,94,17,6,2,2,5,0
1454,1991,Master,Married,61720.773632854965,2,0,66,437,126,183,2,3,5,0
1455,1979,Graduation,Divorced,17231.461943597096,0,0,1,248,12,69,1,3,5,0
1456,1968,PhD,Married,34120.89218474839,0,1,47,246,31,258,1,4,6,0
1457,1966,Graduation,Married,25895.838043893797,1,2,51,54,4,67,1,4,4,0
1458,1968,Graduation,Together,78967.72743976313,0,0,23,99,2,70,0,1,7,0
1459,1977,PhD,Married,66240.63441976775,0,0,92,221,61,226,2,5,6,0
1460,1975,Master,Married,55702.50068628035,0,1,97,97,39,100,1,6,5,0
1461,1986,Graduation,Single,22987.566932943835,1,0,83,70,11,324,2,7,5,0
1462,1975,Graduation,Divorced,66882.95577896238,1,0,81,27,21,133,1,7,10,1
1463,1972,PhD,Single,79730.80269983632,0,2,77,50,4,41,2,4,5,1
1464,1958,Graduation,Divorced,63429.89472927124,2,0,81,439,36,125,2,6,7,0
1465,1961,Graduation,Together,51296.45166992886,0,0,1,380,2,0,1,5,6,0
1466,1950,Graduation,Single,64634.3606370123,0,1,64,14,42,56,1,5,8,0
1467,1950,Graduation,Married,57458.32228505378,1,0,19,68,23,34,0,4,5,0
1468,1996,Graduation,Single,70521.52467279477,1,2,33,246,9,159,4,3,6,0
1469,1983,Graduation,Widow,70073.71283585907,0,0,40,116,59,21,4,7,3,0
1470,1981,Graduation,Married,47578.68926779347,0,0,40,519,128,51,2,3,3,1
1471,1997,Basic,Married,38787.172342317805,1,0,74,461,8,60,2,5,10,0
1472,1974,PhD,Together,44003.541186276445,2,0,90,666,49,0,2,3,6,0
1473,1989,Master,Married,62717.00670009868,1,1,22,248,41,7,3,3,3,0
1474,1994,Graduation,Married,45211.206964043835,0,1,37,130,41,55,1,4,8,1
1475,1950,Graduation,Single,36989.407636923526,2,2,43,279,94,37,3,2,5,0
1476,1965,Master,Widow,51980.93257493587,1,0,66,28,20,18,3,4,6,0
1477,1988,Graduation,Together,74149.13861337904,0,1,61,2,33,25,0,4,5,0
1478,1954,Graduation,Married,54702.16134268127,1,0,11,5,52,270,4,6,3,0
1479,1971,PhD,Married,46475.640079991455,1,1,29,157,19,172,1,2,3,1
1480,1978,PhD,Divorced,58408.6358589353,2,1,94,77,19,99,3,10,7,0
1481,1952,Graduation,Together,53680.784180997354,1,0,86,51,11,359,2,4,7,0
1482,1961,Graduation,Married,15000.0,1,0,64,286,45,4,3,4,9,0
1483,1975,PhD,Together,65935.18286038318,1,0,40,1595,34,63,1,3,6,0
1484,1965,Graduation,Married,60149.168798942184,0,0,19,58,17,260,0,3,6,0
1485,1986,PhD,Together,52323.43597891492,1,2,5,237,16,148,2,6,4,0
1486,1971,Master,Divorced,73247.13401445841,1,0,74,38,2,600,0,4,4,0
1487,1978,2n Cycle,Together,76259.98728500395,2,0,98,816,0,433,0,3,3,1
1488,1963,Graduation,Single,67975.37322947102,0,0,3,103,22,27,2,2,7,0
1489,1977,Master,Married,34993.98367928932,0,1,92,631,16,536,2,3,6,0
1490,1954,PhD,Single,35685.7777874608,0,0,9,99,47,436,3,3,8,1
1491,1996,Graduation,Single,74346.71080003967,1,0,50,492,23,70,2,4,7,0
1492,1998,Graduation,Married,15000.0,1,0,92,70,82,610,2,5,7,1
1493,1979,Master,Together,49023.04969675773,0,1,37,103,6,5,3,4,4,0
1494,1995,Graduation,Married,60796.51614062165,0,0,0,64,138,162,1,2,4,1
1495,1954,Graduation,Single,16991.84529104991,0,1,7,92,10,46,2,2,14,0
1496,1961,Graduation,Together,56686.86477700598,0,0,80,540,30,20,2,2,9,0
1497,1965,Master,Widow,71088.58153171904,1,0,82,305,20,129,3,2,7,0
1498,1975,Master,Married,22288.478597930487,0,0,62,156,13,54,2,3,9,1
1499,1975,Master,Single,85163.40413388316,0,0,32,1067,4,164,3,2,5,0
1500,1997,Graduation,Single,31803.398478021798,0,0,14,187,4,116,3,3,6,0
1501,1970,Graduation,Single,63494.7249295406,0,0,30,1049,37,74,2,4,9,0
1502,1988,PhD,Married,50328.07143282734,1,1,20,65,14,30,0,3,9,0
1503,1985,Graduation,Together,53390.31247400903,0,0,2,705,97,137,3,5,3,0
1504,1982,Graduation,Single,26330.097286516866,1,0,65,4,11,265,3,3,7,0
1505,1979,PhD,Married,77209.45924706118,0,1,34,236,123,137,3,3,8,0
1506,1986,2n Cycle,Married,58517.66926700467,0,0,40,165,6,141,2,3,7,0
1507,1972,Master,Together,84416.80353806312,0,1,58,223,3,107,2,7,8,0
1508,1959,Master,Together,26851.655588419464,1,1,15,241,11,73,2,3,3,1
1509,1954,2n Cycle,Married,48375.30732242612,0,0,55,147,65,91,3,3,8,0
1510,1985,Graduation,Married,56190.584794044145,2,1,44,1895,22,684,2,5,7,0
1511,1983,PhD,Married,53207.6629458985,1,0,58,1125,4,207,1,6,9,0
1512,1980,2n Cycle,Single,65335.706893448405,0,0,49,979,6,84,3,2,4,0
1513,1959,Graduation,Single,48121.62916152248,1,0,84,1160,11,91,2,1,7,0
1514,1968,Master,Single,94440.52092601372,2,0,11,472,26,103,2,5,8,0
1515,1981,PhD,Widow,52796.84644376359,0,0,91,1341,12,161,2,5,9,1
1516,1950,PhD,Together,15000.0,0,0,11,668,41,94,3,9,7,0
1517,1954,PhD,Married,53684.02016678744,1,0,32,161,28,173,0,1,9,1
1518,1994,2n Cycle,Married,77229.27969732365,0,0,83,460,62,59,0,5,7,0
1519,1953,Master,Married,33533.877962989325,2,0,48,729,20,79,1,2,9,0
1520,1965,Graduation,Divorced,32264.89621657527,0,0,20,374,12,299,1,2,8,0
1521,1973,Basic,Together,35192.20587320819,0,0,59,164,167,59,1,5,8,0
1522,1965,Graduation,Married,30470.46380045742,2,0,51,20,13,500,7,7,6,0
1523,1951,Graduation,Married,42411.965725880116,1,0,53,497,16,28,1,4,5,0
1524,1998,Graduation,Together,70185.94452698441,0,0,38,915,49,41,1,3,4,0
1525,1977,Graduation,Single,82526.65456825387,2,1,48,135,2,93,2,3,5,0
1526,1981,Graduation,Married,15000.0,0,1,63,49,14,239,2,3,9,0
1527,1976,2n Cycle,Widow,44430.90692845085,0,0,99,118,2,197,0,4,6,0
1528,1969,Master,Together,58053.95988753466,2,1,85,262,4,28,5,4,4,0
1529,1973,PhD,Married,56053.56726770382,0,0,25,114,0,40,1,6,10,0
1530,1961,Graduation,Divorced,89998.79333245778,0,0,70,282,0,128,1,3,3,1
1531,1999,2n Cycle,Married,15000.0,0,2,6,1022,14,52,5,2,5,0
1532,1984,2n Cycle,Divorced,15000.0,1,0,71,333,49,82,2,4,9,0
1533,1982,Master,Widow,93244.25048076513,0,2,61,135,26,100,2,3,13,0
1534,1982,Graduation,Single,67068.67386494673,0,0,89,823,30,135,1,7,4,0
1535,1992,Graduation,Single,40572.5682609418,1,0,87,250,21,43,2,3,6,1
1536,1986,Graduation,Married,55431.9754613591,0,0,23,41,51,26,1,5,5,0
1537,1961,Graduation,Divorced,56864.352451221326,1,0,39,207,63,76,4,3,7,1
1538,1952,Graduation,Together,40089.58419328041,1,0,75,318,56,12,2,5,9,0
1539,1950,2n Cycle,Single,54835.56741382868,0,0,46,546,50,112,0,3,3,0
1540,1982,Graduation,Divorced,59096.267493202395,0,1,7,826,6,274,2,5,6,0
1541,1989,Graduation,Widow,92310.60522725651,0,0,53,114,27,19,2,5,5,0
1542,1959,Graduation,Single,71269.02444571082,1,0,8,50,26,17,2,5,8,0
1543,1992,Graduation,Married,86786.4628048415,1,0,2,23,22,12,2,4,3,0
1544,1993,Graduation,Widow,25128.570326542114,0,1,53,402,19,282,0,2,5,0
1545,1978,Graduation,Together,45056.054807642846,0,0,20,475,2,12,2,4,2,0
1546,1962,Graduation,Divorced,56844.93967863251,0,0,94,157,3,615,2,4,5,0
1547,1961,Master,Single,15000.0,0,2,47,151,69,66,1,6,10,0
1548,1980,2n Cycle,Married,75637.1867621856,0,0,46,925,29,59,0,3,7,0
1549,1995,Graduation,Married,64844.19544622525,1,0,87,745,9,14,1,6,6,0
1550,1951,Graduation,Together,44656.82960092272,0,1,67,79,9,132,0,4,6,0
1551,1999,Master,Single,48333.3131299843,1,1,83,455,28,132,3,6,8,0
1552,1984,Graduation,Married,77077.33777647496,0,0,62,292,15,102,3,6,6,0
1553,1972,Graduation,Together,36091.241047260686,0,0,15,50,17,55,3,6,5,0
1554,1966,Basic,Married,77883.70699324575,0,1,73,132,1,68,1,2,10,0
1555,1975,Graduation,Single,46959.22526827424,1,0,89,58,4,57,0,6,2,0
1556,1957,PhD,Together,67119.92105553833,0,2,92,104,14,83,3,2,7,0
1557,1978,PhD,Married,53735.28411157974,0,0,4,286,36,62,2,4,6,1
1558,1975,Graduation,Married,96663.87693302371,0,0,10,141,1,168,0,7,6,1
1559,1959,Graduation,Married,34252.152197849486,1,0,28,150,12,52,4,6,5,1
1560,1975,Master,Together,40534.34754846132,0,1,78,232,35,64,3,5,6,0
1561,1983,Graduation,Married,21877.49044622338,0,1,69,27,47,85,1,2,4,1
1562,1990,Graduation,Married,30064.85665941358,1,1,47,402,6,0,1,4,2,0
1563,1956,Master,Divorced,66262.56215389032,1,2,14,154,39,101,2,3,4,0
1564,1953,PhD,Divorced,84003.27277730123,0,0,83,196,93,44,1,5,5,1
1565,1999,Graduation,Together,68529.61740720553,1,0,33,1098,71,8,1,2,5,0
1566,1994,Basic,Widow,51892.17000546267,0,1,59,126,46,362,2,6,8,1
1567,1960,Graduation,Married,34127.70996687893,1,1,61,313,37,58,2,3,4,0
1568,1978,Master,Together,69968.37343254301,1,1,1,149,8,83,4,4,3,0
1569,1985,Master,Together,33027.96189628325,0,1,79,674,30,263,0,2,8,0
1570,1974,PhD,Together,25020.965313884815,1,0,18,562,30,27,3,5,6,0
1571,1970,Graduation,Married,45830.61333580191,0,0,97,82,15,284,2,4,3,1
1572,1985,2n Cycle,Together,15000.0,0,2,48,353,20,41,1,2,4,1
1573,1959,Graduation,Together,24372.302508955025,1,0,77,20,35,133,1,3,5,0
1574,1986,Master,Single,89719.8067176564,2,0,87,990,91,173,5,6,4,0
1575,1958,Graduation,Married,20663.831510831955,0,1,27,128,10,353,2,4,8,0
1576,1973,Graduation,Married,28237.032379083772,0,0,47,534,8,140,4,4,7,0
1577,1984,Graduation,Married,53436.658154133285,0,1,95,115,27,90,2,3,7,0
1578,1998,2n Cycle,Married,54478.0776006003,2,0,36,300,4,127,4,4,5,0
1579,1984,2n Cycle,Together,47307.51405242292,1,1,73,1232,26,33,2,5,6,0
1580,1997,Graduation,Married,15000.0,1,1,48,628,2,175,0,7,8,0
1581,1985,Graduation,Divorced,68969.7865527558,0,0,47,52,20,31,1,2,5,0
1582,1967,Master,Married,43138.93200484007,1,0,72,237,29,122,0,1,4,0
1583,1998,Graduation,Married,76408.99044349803,1,0,87,128,2,156,1,1,6,0
1584,1988,Graduation,Single,39103.647569423054,1,0,99,170,6,343,1,5,3,0
1585,1981,PhD,Married,71649.88678281153,0,0,28,122,12,89,2,3,7,0
1586,1973,PhD,Together,77921.66898158871,0,0,59,122,13,223,1,4,7,1
1587,1972,2n Cycle,Single,42661.154484923594,0,0,28,234,33,27,1,2,6,0
1588,1981,Graduation,Married,69609.00388211294,1,0,57,63,22,25,1,3,5,1
1589,1986,Graduation,Married,25429.106437672057,0,0,47,231,14,111,2,1,3,0
1590,1961,PhD,Married,57273.789741389875,1,1,22,98,17,136,3,5,3,0
1591,1998,Master,Married,76444.5541670968,0,0,26,102,0,150,1,7,9,0
1592,1962,PhD,Married,62369.85691928247,1,1,94,402,44,205,0,5,5,1
1593,1972,PhD,Married,100124.47845706479,0,1,6,9,1,52,3,7,5,0
1594,1974,Graduation,Married,63487.15984582312,0,1,48,143,53,146,3,2,7,0
1595,1984,Master,Together,44694.57494784998,0,1,53,157,23,31,5,5,6,1
1596,1990,Graduation,Single,108817.72786002996,0,0,67,199,22,37,2,5,5,0
1597,1979,Graduation,Together,84674.020346951,0,1,77,331,36,10,2,3,6,0
1598,1966,PhD,Married,19941.848764032064,1,0,41,138,58,206,4,5,8,1
1599,1998,Graduation,Married,36316.72790143371,0,1,73,71,85,106,1,3,6,0
1600,1969,Graduation,Divorced,31236.83785917353,0,1,58,648,23,40,2,7,3,0
1601,1997,Basic,Together,64912.59209018112,0,0,43,1189,4,121,2,4,8,0
1602,1974,Graduation,Divorced,63423.16073633577,0,0,97,6,63,65,1,2,7,0
1603,1971,Master,Married,63269.03864790998,0,0,25,237,1,272,0,7,7,0
1604,1962,Graduation,Together,19401.810810020987,0,1,22,125,49,112,3,7,6,0
1605,1968,Master,Together,39238.16906789901,0,0,72,97,34,4,5,5,11,0
1606,1998,Graduation,Married,49014.29490552712,0,0,7,122,70,630,2,4,6,0
1607,1985,Graduation,Together,15561.589013585559,1,0,52,305,68,11,2,4,5,0
1608,1961,2n Cycle,Together,34563.44466884219,0,0,13,63,1,178,2,1,4,0
1609,1990,Master,Married,79128.67420331464,0,2,70,732,28,86,3,5,5,0
1610,1968,Graduation,Married,20918.480040608232,0,1,6,188,3,43,4,3,6,0
1611,1961,Graduation,Single,81105.20987436961,1,0,8,118,2,169,0,5,3,0
1612,1958,Basic,Divorced,73822.98185071004,1,0,2,435,17,20,1,7,4,0
1613,1956,PhD,Married,46185.25560391038,1,0,77,4,3,293,0,1,7,0
1614,1977,Master,Married,39022.54001264631,0,0,16,169,39,43,3,2,8,0
1615,1963,Master,Married,68636.552442906,1,1,43,131,104,67,0,5,7,0
1616,1980,Graduation,Single,36245.19678208738,0,0,85,123,25,150,2,2,10,0
1617,1968,Graduation,Married,37240.04100107752,0,0,45,123,8,0,6,3,6,0
1618,1996,PhD,Widow,51522.63191990543,1,1,89,9,55,96,2,5,7,0
1619,1965,Graduation,Married,15000.0,0,2,57,49,57,337,2,3,8,1
1620,1954,Graduation,Married,23000.488031965877,2,0,27,45,39,171,0,3,9,0
1621,1984,2n Cycle,Together,45686.77501997034,0,0,13,1342,28,73,1,3,8,0
1622,1961,PhD,Single,61513.920644251986,2,0,8,6,60,162,0,1,9,0
1623,1974,Master,Together,35968.52123842643,1,1,25,54,5,413,3,8,7,0
1624,1970,PhD,Together,48047.79043956635,0,2,1,1096,80,31,1,8,7,0
1625,1985,PhD,Widow,19730.81183724736,0,0,74,296,88,113,3,5,4,0
1626,1972,Graduation,Married,70649.67704540641,0,0,80,179,61,40,2,3,14,1
1627,1965,Graduation,Divorced,56401.64659121963,2,1,33,24,8,288,0,7,9,0
1628,1988,Graduation,Married,58170.91805278434,0,1,18,332,58,191,3,5,4,0
1629,1994,Graduation,Single,61765.0123596979,1,2,38,44,20,242,2,7,3,0
1630,1991,Master,Together,53562.55006989571,2,0,81,333,27,429,4,1,7,0
1631,1988,Graduation,Married,42324.54482852002,0,0,12,1161,55,39,1,2,7,0
1632,1963,Graduation,Divorced,74593.09097440616,0,0,4,227,0,7,0,3,5,1
1633,1980,Graduation,Married,55137.62295521546,1,0,49,72,13,51,3,6,7,0
1634,1954,Graduation,Married,48685.61142653151,0,0,22,294,50,76,1,1,10,1
1635,1984,Graduation,Together,51826.90692158992,0,0,87,215,50,147,1,2,9,0
1636,1972,Graduation,Married,51400.698670225196,0,0,28,228,56,239,1,6,8,0
1637,1978,Graduation,Together,48484.68792149376,0,1,71,195,5,64,1,3,5,0
1638,1992,Graduation,Married,60922.12725015815,1,0,25,336,36,96,2,2,10,0
1639,1960,Graduation,Married,33282.79555755263,0,1,78,254,4,230,2,7,4,1
1640,1967,Master,Married,34744.17928519384,2,0,56,1302,46,38,1,3,8,0
1641,1996,Graduation,Married,63185.27378857271,0,1,0,524,8,36,1,6,9,0
1642,1961,Graduation,Together,49095.213185444074,1,0,27,92,40,133,1,5,7,0
1643,1958,PhD,Single,71427.86204286192,0,1,61,388,18,85,2,2,3,1
1644,1959,Graduation,Divorced,60177.58001263727,0,0,46,72,128,446,2,6,7,1
1645,1993,Basic,Single,40947.44179847536,0,0,77,457,26,66,2,1,4,0
1646,1966,PhD,Married,63501.92726257349,1,1,97,47,30,213,3,3,3,0
1647,1987,Graduation,Together,75943.81915917872,1,0,58,192,13,131,7,1,8,0
1648,1956,PhD,Married,60939.591122425074,0,0,30,469,39,8,2,4,5,0
1649,1995,Graduation,Married,65311.69886133593,0,1,69,98,20,13,4,5,7,0
1650,1962,PhD,Together,48564.582987931935,0,1,48,544,0,34,3,4,7,0
1651,1989,Graduation,Married,71860.79765761006,0,0,4,309,28,23,4,4,2,0
1652,1991,Basic,Married,40386.19170140712,1,0,30,152,53,59,2,2,3,0
1653,1958,Graduation,Divorced,58770.86051481033,1,0,36,165,8,129,2,3,5,0
1654,1999,PhD,Together,103390.12304871865,0,0,78,781,7,138,5,4,7,0
1655,1976,PhD,Together,62777.6211205132,2,2,14,73,28,132,1,3,8,0
1656,1951,Graduation,Married,43585.77538816263,0,0,51,354,51,18,3,5,11,0
1657,1954,Graduation,Married,43534.15516617201,1,0,68,368,8,137,5,0,10,0
1658,1978,Master,Divorced,50573.16605419311,0,2,91,767,80,79,3,3,6,0
1659,1986,Master,Married,69024.91563458822,0,0,96,374,78,350,1,3,4,0
1660,1987,Graduation,Together,54915.550183347645,0,1,10,263,6,364,3,1,4,0
1661,1968,Master,Married,39029.44373523207,0,0,42,698,9,219,0,4,3,0
1662,1957,2n Cycle,Together,38994.0601442262,1,0,69,530,36,182,3,7,11,0
